# Valdemoro: Datos de población del INE, a 1 de Enero:
#   http://www.ine.es/jaxiT3/Datos.htm?t=2881
#
1,Valdemoro,2011,68418
1,Valdemoro,2012,70315
1,Valdemoro,2013,71578
1,Valdemoro,2014,72265
1,Valdemoro,2015,72854
1,Valdemoro,2016,72988
